train_loss train_pred_loss test_loss test_pred_loss test_avg_reward test_std_reward test_max_reward test_min_reward test_avg_feef_ test_std_feef_ test_max_feef_ test_min_feef_ test_mu test_std test_horizon test_cum_num_iters 
1.3774856531620026 1.3774856531620026 1.4255605697631837 1.4255605697631837 -169.95414367133915 115.71400357866185 -66.53624469891491 -524.6452699543975 0.0 0.0 0.0 0.0 -174.55687280056213 116.92198672574085 94.15789473684211 1789 
1.3682406651973724 1.3682406651973724 1.3828039646148682 1.3828039646148682 -156.1422677126777 102.30308028244862 -8.056121981212712 -375.3124948128409 0.0 0.0 0.0 0.0 -167.13662042672686 110.77487429023735 97.34210526315789 3699 
1.3555076181888581 1.3555076181888581 1.3683012962341308 1.3683012962341308 -295.62161295430354 136.91318189002308 -78.01283751275236 -500.83502557358463 0.0 0.0 0.0 0.0 -206.36471596014226 130.6061653996723 92.89473684210526 5295 
1.3498292541503907 1.3498292541503907 1.3658410787582398 1.3658410787582398 -155.2586166374796 94.63367234499813 -57.81595954934332 -434.11389537930114 0.0 0.0 0.0 0.0 -189.77179069319124 119.58241535063549 91.46666666666667 6953 
1.3384805846214294 1.3384805846214294 1.3667550802230835 1.3667550802230835 -209.357579138208 91.15784905488182 -94.91770123539291 -416.2060622897095 0.0 0.0 0.0 0.0 -147.2275497285128 69.44975631666448 91.18666666666667 8676 
1.3376233875751495 1.3376233875751495 1.3629751205444336 1.3629751205444336 -222.91314648402818 98.98173462294156 -72.65211772201201 -424.5512975603763 0.0 0.0 0.0 0.0 -128.81422655790013 47.86995226621288 90.32 10288 
1.3333471786975861 1.3333471786975861 1.3663074731826783 1.3663074731826783 -191.91130136459816 125.47175525455685 60.80943906748277 -449.75572251276174 0.0 0.0 0.0 0.0 -113.15964165415247 42.15107013476919 88.09333333333333 11937 
1.3244412446022034 1.3244412446022034 1.3618071317672729 1.3618071317672729 -181.76662759282584 89.15085335421513 -33.02880219499421 -368.5016444133617 0.0 0.0 0.0 0.0 -105.36676500524801 38.5635619911203 88.82666666666667 13626 
1.3203358697891234 1.3203358697891234 1.3634065628051757 1.3634065628051757 -151.2518312352206 50.1742718359424 -53.985797842434394 -244.0620550455894 0.0 0.0 0.0 0.0 -99.4508866449864 35.623192593343056 88.44 15232 
1.3123236143589019 1.3123236143589019 1.3501887321472168 1.3501887321472168 -197.95129460682955 85.32547239274935 -46.3148099209687 -398.12160038783 0.0 0.0 0.0 0.0 -96.15806765661304 34.71478903820117 87.49333333333334 16935 
1.3056234347820281 1.3056234347820281 1.3455817461013795 1.3455817461013795 -193.99204945331707 92.30045638010989 6.983554200972776 -419.9438348641223 0.0 0.0 0.0 0.0 -92.92970907773652 35.38084631229657 85.77333333333333 18470 
1.300343049764633 1.300343049764633 1.3366485118865967 1.3366485118865967 -168.74270205789222 64.23555351287285 -48.0784646702922 -319.2155831126526 0.0 0.0 0.0 0.0 -90.30230142058757 34.43349062792376 85.4 20097 
1.3001770901679992 1.3001770901679992 1.3446831941604613 1.3446831941604613 -157.086058833163 58.024742731263764 8.982959389658575 -287.38289083835224 0.0 0.0 0.0 0.0 -87.21134683738167 35.36281359180734 85.96 21783 
1.2964406824111938 1.2964406824111938 1.34304518699646 1.34304518699646 -167.8243568144407 50.66448030030873 -35.4037506925944 -273.26941053858025 0.0 0.0 0.0 0.0 -85.89097692694374 35.450925931656805 85.96 23460 
1.2918678712844849 1.2918678712844849 1.3178910732269287 1.3178910732269287 -136.57392831388245 72.9675071180942 71.67935021837238 -311.34977815771197 0.0 0.0 0.0 0.0 -81.23620942118724 40.80997035512401 88.72 25206 
1.285019370317459 1.285019370317459 1.311667227745056 1.311667227745056 -122.74552568203997 47.615808838797 -15.759811648248117 -228.50375302136817 0.0 0.0 0.0 0.0 -77.08808762471959 40.43311023703152 88.46666666666667 26712 
1.2829056143760682 1.2829056143760682 1.329780912399292 1.329780912399292 -159.12655129045538 76.69820582055054 0.31967857573499714 -383.36759191398596 0.0 0.0 0.0 0.0 -74.57198612126486 40.49223716745839 88.42666666666666 28266 
1.2823370802402496 1.2823370802402496 1.3253202438354492 1.3253202438354492 -173.91410159727764 39.85228840063787 -109.57208626476998 -266.972776794143 0.0 0.0 0.0 0.0 -74.42268866818792 40.347869913320984 88.25333333333333 29934 
1.2727803587913513 1.2727803587913513 1.3150071382522583 1.3150071382522583 -142.21992890234372 55.497047680233806 -5.110212602891124 -252.7547431712673 0.0 0.0 0.0 0.0 -72.26340917007997 40.40815531141755 89.06666666666666 31816 
1.2777915346622466 1.2777915346622466 1.2947831392288207 1.2947831392288207 -145.1955737740688 54.82160293934107 -16.21767124174201 -303.63274060151394 0.0 0.0 0.0 0.0 -70.62756684569797 40.299803735429876 87.96 33379 
1.2747101402282714 1.2747101402282714 1.2962960481643677 1.2962960481643677 -134.36932733038006 31.71513541528252 -57.4398404309656 -231.53185426050607 0.0 0.0 0.0 0.0 -69.63901296049649 39.82889167795175 88.18666666666667 35100 
1.2729390382766723 1.2729390382766723 1.2808573722839356 1.2808573722839356 -122.40728188608084 42.63404372052672 24.55439760542241 -168.46203689260415 0.0 0.0 0.0 0.0 -67.00516354452284 40.31828894736302 87.74666666666667 36674 
1.2747559916973115 1.2747559916973115 1.29057776927948 1.29057776927948 -123.94532909609563 65.37188575808455 85.00006324744231 -278.09413692045325 0.0 0.0 0.0 0.0 -63.50096971522087 42.88250308065354 91.57333333333334 38718 
1.2719826209545135 1.2719826209545135 1.2927796840667725 1.2927796840667725 -118.56919775098206 47.82461579395532 -4.036090088284752 -222.12983703890515 0.0 0.0 0.0 0.0 -60.402936674035516 41.93792488260847 93.25333333333333 40440 
1.2697298443317413 1.2697298443317413 1.296017861366272 1.296017861366272 -123.1110093379375 52.4782733097284 74.23226537014824 -205.7270387587954 0.0 0.0 0.0 0.0 -57.65474905170708 44.13937873151867 94.17333333333333 42303 
1.2700387632846832 1.2700387632846832 1.2966304540634155 1.2966304540634155 -130.0700851043219 37.527123202233234 -73.30047517810385 -197.74418824873197 0.0 0.0 0.0 0.0 -57.04270553139151 43.71186742325748 94.70666666666666 44038 
1.2673904848098756 1.2673904848098756 1.2808842658996582 1.2808842658996582 -122.13393319038217 32.55453481283715 -78.66235752545 -187.8060715292701 0.0 0.0 0.0 0.0 -56.57084471572244 43.3551789423984 93.90666666666667 45640 
1.26353835105896 1.26353835105896 1.27752628326416 1.27752628326416 -110.98547862667965 32.555135998663054 -6.636732510943176 -161.3833561865916 0.0 0.0 0.0 0.0 -54.93879819122137 43.26750259566824 93.4 47223 
1.2639066350460053 1.2639066350460053 1.2731370449066162 1.2731370449066162 -134.48793551066902 68.21851891296326 -7.915136888789618 -374.93036158838066 0.0 0.0 0.0 0.0 -53.369200042844746 43.048325638061385 93.17333333333333 48751 
1.2659625399112702 1.2659625399112702 1.2898383140563965 1.2898383140563965 -127.0203435710479 40.80643808712274 -66.08779869401988 -278.7460762229581 0.0 0.0 0.0 0.0 -52.97901608961731 42.79924913498261 92.32 50494 
1.2628563368320465 1.2628563368320465 1.2982776403427123 1.2982776403427123 -118.64305702454381 22.975342534525115 -78.19514324660162 -174.49912458368246 0.0 0.0 0.0 0.0 -52.67445799150307 42.563869911245206 91.74666666666667 52045 
1.2609812092781068 1.2609812092781068 1.2736990928649903 1.2736990928649903 -106.98006938645987 33.87284669326823 11.170104799829758 -156.98793271503962 0.0 0.0 0.0 0.0 -51.038287035147256 42.723062665659896 91.41333333333333 53631 
