train_loss train_pred_loss test_loss test_pred_loss test_avg_reward test_std_reward test_max_reward test_min_reward test_avg_feef_ test_std_feef_ test_max_feef_ test_min_feef_ test_mu test_std test_horizon test_cum_num_iters 
1.3779760575294495 1.3779760575294495 1.3978673696517945 1.3978673696517945 -231.2194209277815 121.48485524452406 67.48616235703965 -429.2968487627073 0.0 0.0 0.0 0.0 -238.17217169598908 120.70013270010391 112.63157894736842 2139 
1.3697103333473206 1.3697103333473206 1.3975176572799684 1.3975176572799684 -239.05847588092666 99.99304775228177 -83.5436817207868 -430.4256041542866 0.0 0.0 0.0 0.0 -240.83874648338028 111.1577860674754 105.84210526315789 4021 
1.3639973974227906 1.3639973974227906 1.393026876449585 1.393026876449585 -232.86578514333775 118.9299758839367 -21.913767301930108 -384.57288738989035 0.0 0.0 0.0 0.0 -241.181991180862 112.51758569883775 101.12280701754386 5763 
1.3615281939506532 1.3615281939506532 1.3667834281921387 1.3667834281921387 -221.21231207036413 97.77395514413938 -92.20800343936902 -395.1334749598985 0.0 0.0 0.0 0.0 -233.15447512786534 108.31903493804319 99.70666666666666 7571 
1.3567040622234345 1.3567040622234345 1.3745629787445068 1.3745629787445068 -286.0511031307075 128.27109726065558 -73.63096990925553 -516.1030920485642 0.0 0.0 0.0 0.0 -207.43623589386047 92.20391327631893 95.65333333333334 9189 
1.353928278684616 1.353928278684616 1.3766428709030152 1.3766428709030152 -245.53893475792893 96.14519827926055 -29.866719032580363 -403.6751206964223 0.0 0.0 0.0 0.0 -183.87446863774355 79.78907013025855 94.17333333333333 10890 
1.3511417996883393 1.3511417996883393 1.3676578760147096 1.3676578760147096 -265.547494450715 112.3221180723714 -29.473033417815174 -450.00525032536177 0.0 0.0 0.0 0.0 -169.698770653495 73.56948671994562 93.44 12813 
1.349445573091507 1.349445573091507 1.3592236757278442 1.3592236757278442 -260.68818817057 90.17331657333419 -68.83881218197837 -420.9219853879955 0.0 0.0 0.0 0.0 -160.0612375622978 68.44987467116043 92.42666666666666 14544 
1.348698115348816 1.348698115348816 1.3669656991958619 1.3669656991958619 -250.1872492547136 84.16469864979864 22.84321492689824 -359.04636213912505 0.0 0.0 0.0 0.0 -152.42767230775902 67.20415956760543 96.25333333333333 16560 
1.344470204114914 1.344470204114914 1.3658786058425902 1.3658786058425902 -226.87846083289134 65.70637496568843 -93.24653174565888 -399.13371316585614 0.0 0.0 0.0 0.0 -146.0110729020196 63.63024353679098 96.54666666666667 18323 
1.3450359785556794 1.3450359785556794 1.352384829521179 1.352384829521179 -208.1097815456736 53.735324932776436 -115.94349384591523 -308.9791765050437 0.0 0.0 0.0 0.0 -139.19731017782553 58.84449582951878 96.33333333333333 20070 
1.3389113903045655 1.3389113903045655 1.3498558282852173 1.3498558282852173 -214.64528727559627 61.882925700336756 -33.958976617456656 -296.37758474447344 0.0 0.0 0.0 0.0 -133.69047346709579 56.83751398021739 95.88 21833 
1.33515154004097 1.33515154004097 1.34070725440979 1.34070725440979 -205.73910073152507 82.60567726185114 -34.438058591896564 -356.7944190681716 0.0 0.0 0.0 0.0 -128.01181354740163 53.818459510158824 96.45333333333333 23629 
1.3324443399906158 1.3324443399906158 1.3347091913223266 1.3347091913223266 -199.61986436347118 60.447205658425695 -4.43503554689471 -331.63935834411336 0.0 0.0 0.0 0.0 -123.90143156932085 53.68478702517488 96.21333333333334 25316 
1.3275477385520935 1.3275477385520935 1.335012149810791 1.335012149810791 -234.42935585208517 72.04553062848872 -136.0294608055749 -435.8855431832698 0.0 0.0 0.0 0.0 -122.47676721589681 52.44945062789311 97.6 27076 
1.3243574678897858 1.3243574678897858 1.3398510456085204 1.3398510456085204 -183.5946573250089 63.68041211976428 -14.52501535363632 -333.97346669987934 0.0 0.0 0.0 0.0 -117.40164789567375 52.443106001422976 99.32 28977 
1.3192863261699677 1.3192863261699677 1.344296360015869 1.344296360015869 -200.657902207326 47.04249837042041 -94.98124403154925 -314.3917718866504 0.0 0.0 0.0 0.0 -115.09357889673326 50.994896336440654 98.97333333333333 30625 
1.3137119436264038 1.3137119436264038 1.326381301879883 1.326381301879883 -168.13907048365678 46.52243550687743 -66.0099610598318 -242.34940416174348 0.0 0.0 0.0 0.0 -109.54438757412726 47.74614629972437 97.36 32353 
1.3124751543998718 1.3124751543998718 1.3235373735427856 1.3235373735427856 -158.94147804631706 66.93065694207372 37.63249777031328 -326.4323181031348 0.0 0.0 0.0 0.0 -103.37826597540415 48.246798877390134 95.89333333333333 34004 
